geo_id,geo_type,year,var,value,units,delta_percent,order_equalInterval,order_jenks,order_quintile,class_label_equalInterval,class_label_jenks,class_label_quintile,maxValue_equalInterval,maxValue_jenks,maxValue_quintile,minValue_equalInterval,minValue_jenks,minValue_quintile,color_equalInterval,color_jenks,color_quintile,class_delta_percent_quintile_maxValue,class_delta_percent_quintile_minValue,order_delta_percent_quintiles,class_label_delta_percent_quintiles,color_delta_percent_quintiles,var_rank,val_numeric
390430406001,Census Block Group,2015,percBlueCollar,47.928994082840234,%,NA,1,1,1,>=43.98-55.18,>=43.98-47.93,>=43.98-66.69,55.183246073298434,47.928994082840234,66.6940476245107,43.97905759162304,43.97905759162304,43.97905759162304,#87CED2,#87CED2,#87CED2,NA,NA,NA,NA,NA,2,47.928994082840234
390430406001,Census Block Group,2019,percBlueCollar,42.64705882352941,%,-11.020334059549738,1,1,1,>=42.65-54.12,>=42.65-42.65,>=42.65-64.73,54.11764705882353,42.64705882352941,64.72803114571747,42.64705882352941,42.64705882352941,42.64705882352941,#87CED2,#87CED2,#87CED2,-3.6235933640718607,-14.597469340379263,2,>=-14.6--3.62,#69B5CB,1,42.64705882352941
390430406001,Census Block Group,2015,percEducLessHS,32.570422535211264,%,NA,3,3,5,>=29.82-40.5,>=25.58-32.57,>=31.1-61.87,40.50262780697563,32.570422535211264,61.87290969899666,29.817486860965122,25.57651991614256,31.102720726274207,#47A3CB,#47A3CB,#4174B0,NA,NA,NA,NA,NA,29,32.570422535211264
390430406001,Census Block Group,2019,percEducLessHS,29.90654205607477,%,-8.178833038646104,3,4,5,>=22.63-30.54,>=26.03-36.18,>=29.49-46.36,30.539027740758208,36.17886178861789,46.35761589403974,22.629733664117445,26.027397260273975,29.489871179590814,#47A3CB,#4683BA,#4174B0,-6.408508086129188,-20.868207885148493,3,>=-20.87--6.41,#47A3CB,27,29.90654205607477
390430406001,Census Block Group,2015,percFamiliesSingleParent,4.054054054054054,%,NA,1,1,1,>=0-13.33,>=0-7,>=0-7.71,13.333333333333334,6.997742663656885,7.710840720145351,0,0,0,#87CED2,#87CED2,#87CED2,NA,NA,NA,NA,NA,4,4.054054054054054
390430406001,Census Block Group,2019,percFamiliesSingleParent,2.030456852791878,%,-49.91539763113368,1,1,1,>=0-11.9,>=0-10.38,>=0-5.38,11.896551724137932,10.377358490566039,5.379377039932304,0,0,0,#87CED2,#87CED2,#87CED2,-24.923185940535625,-50.71747878254074,2,>=-50.72--24.92,#69B5CB,3,2.030456852791878
390430406001,Census Block Group,2015,percHH_Crowded,0,%,NA,1,1,1,>=-2.96-2.96,>=-2.96-2.96,>=-2.96-2.96,2.962962962962963,2.962962962962963,2.962962962962963,-2.962962962962963,-2.962962962962963,-2.962962962962963,#87CED2,#87CED2,#87CED2,NA,NA,NA,NA,NA,1,0
390430406001,Census Block Group,2015,percHH_LangIsolated,0,%,NA,1,1,1,>=0-0.98,>=0-0,>=0-0,0.9777777777777779,0,0,0,0,0,#87CED2,#87CED2,#87CED2,NA,NA,NA,NA,NA,1,0
390430406001,Census Block Group,2015,percHH_NoVehicle,5.13595166163142,%,NA,1,1,2,>=0-10,>=0-7.01,>=2.86-5.9,10,7.011070110701107,5.900286779026792,0,0,2.857316185391895,#87CED2,#87CED2,#69B5CB,NA,NA,NA,NA,NA,13,5.13595166163142
390430406001,Census Block Group,2019,percHH_NoVehicle,3.0100334448160537,%,-41.39287822152272,1,1,2,>=0-5.77,>=0-3.54,>=2.62-5.88,5.7711442786069655,3.5353535353535355,5.87540676942263,0,0,2.6157780838087747,#87CED2,#87CED2,#69B5CB,18.64747832180947,-47.26580803599436,3,>=-47.27-18.65,#47A3CB,7,3.0100334448160537
390430406001,Census Block Group,2015,percHomeowners,91.60530191458027,%,NA,5,5,5,>=74.53-91.61,>=71.99-91.61,>=70.51-91.61,91.60530191458027,91.60530191458027,91.60530191458027,74.52647755650894,71.99074074074075,70.50802929296246,#4174B0,#4174B0,#4174B0,NA,NA,NA,NA,NA,33,91.60530191458027
390430406001,Census Block Group,2019,percHomeowners,89.84375,%,-1.9229803054662395,5,5,5,>=80.16-98.66,>=82.94-98.66,>=78.77-98.66,98.66071428571429,98.66071428571429,98.66071428571429,80.1645264847512,82.94460641399417,78.7718880774596,#4174B0,#4174B0,#4174B0,9.655301039463053,-1.94952348487932,3,>=-1.95-9.66,#47A3CB,30,89.84375
390430406001,Census Block Group,2015,percMinority,2.945508100147276,%,NA,1,1,1,>=1.66-13,>=1.66-9.61,>=1.66-10.98,12.9962282376681,9.606481481481477,10.983747044917255,1.6591251885369585,1.6591251885369585,1.6591251885369585,#87CED2,#87CED2,#87CED2,NA,NA,NA,NA,NA,2,2.945508100147276
390430406001,Census Block Group,2019,percMinority,2.8124999999999956,%,-4.515625000000171,1,1,1,>=0-14.19,>=0-12.69,>=0-11.25,14.194092827004221,12.686567164179108,11.246950625462766,0,0,0,#87CED2,#87CED2,#87CED2,24.2278138496149,-4.9850490196079775,3,>=-4.99-24.23,#47A3CB,3,2.8124999999999956
390430406001,Census Block Group,2015,percPlumbingComplete,1,%,NA,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.017304189435337,1.017304189435337,1.017304189435337,0.9922547332185887,0.9922547332185887,0.9922547332185887,#4683BA,#4683BA,#4683BA,NA,NA,NA,NA,NA,4,1
390430406001,Census Block Group,2019,percPlumbingComplete,1,%,0,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.0220930232558139,1.0220930232558139,1.0220930232558139,0.9871977240398293,0.9871977240398293,0.9871977240398293,#4683BA,#4683BA,#4683BA,0,-13.25581395348837,1,>=-13.26-0,#87CED2,4,1
390430406001,Census Block Group,2019,percPlumbingComplete,1,%,0,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.0220930232558139,1.0220930232558139,1.0220930232558139,0.9871977240398293,0.9871977240398293,0.9871977240398293,#4683BA,#4683BA,#4683BA,0,0,2,>=0-0,#69B5CB,4,1
390430406001,Census Block Group,2019,percPlumbingComplete,1,%,0,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.0220930232558139,1.0220930232558139,1.0220930232558139,0.9871977240398293,0.9871977240398293,0.9871977240398293,#4683BA,#4683BA,#4683BA,0,0,3,>=0-0,#47A3CB,4,1
390430406001,Census Block Group,2019,percPlumbingComplete,1,%,0,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.0220930232558139,1.0220930232558139,1.0220930232558139,0.9871977240398293,0.9871977240398293,0.9871977240398293,#4683BA,#4683BA,#4683BA,0,0,4,>=0-0,#4683BA,4,1
390430406001,Census Block Group,2019,percPlumbingComplete,1,%,0,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.0220930232558139,1.0220930232558139,1.0220930232558139,0.9871977240398293,0.9871977240398293,0.9871977240398293,#4683BA,#4683BA,#4683BA,11.585365853658537,0,5,>=0-11.59,#4174B0,4,1
390430406001,Census Block Group,2015,percUnemployed,0.01929260450160772,%,NA,1,1,1,>=0-0.04,>=0-0.03,>=0-0.03,0.0353253652058433,0.0274442538593482,0.029164965014021618,0,0,0,#87CED2,#87CED2,#87CED2,NA,NA,NA,NA,NA,5,0.01929260450160772
390430406001,Census Block Group,2019,percUnemployed,0.019784172661870502,%,2.5479616306954274,1,2,2,>=0-0.02,>=0-0.03,>=0-0.02,0.020820668693009116,0.026607538802660754,0.022193054641211324,0,0,0,#87CED2,#69B5CB,#69B5CB,59.011814942700354,-6.838315321216082,4,>=-6.84-59.01,#4683BA,9,0.019784172661870502
390430406001,Census Block Group,2015,pop_total,679,people,NA,2,2,1,>=533.4-812.8,>=532-823,>=254-698.4,812.8,823,698.4,533.4,532,254,#69B5CB,#69B5CB,#87CED2,NA,NA,NA,NA,NA,6,679
390430406001,Census Block Group,2019,pop_total,640,people,-5.743740795287187,1,2,2,>=280-640.6,>=474-726,>=588.4-763.6,640.6,726,763.6,280,474,588.4,#87CED2,#69B5CB,#69B5CB,2.1000628372082977,-12.81194821420603,3,>=-12.81-2.1,#47A3CB,10,640
390430406001,Census Block Group,2015,rentIncomeRatioMedian,18,ratio,NA,1,1,1,>=13.8-21.04,>=13.8-18.9,>=13.8-23.9,21.04,18.9,23.9,13.8,13.8,13.8,#87CED2,#87CED2,#87CED2,NA,NA,NA,NA,NA,2,18
390430406001,Census Block Group,2019,rentIncomeRatioMedian,25.204000000000004,ratio,40.02222222222225,2,2,3,>=25-31.5,>=19.8-25.6,>=24.72-29.7,31.5,25.6,29.700000000000003,25,19.8,24.72,#69B5CB,#69B5CB,#47A3CB,176.08695652173913,39.14846846846849,5,>=39.15-176.09,#4174B0,17,25.204000000000004
390430406001,Census Block Group,2015,rentMedian,678,USD,NA,5,5,5,>=640.4-704,>=635-704,>=571.6-704,704,704,704,640.4,635,571.6,#4174B0,#4174B0,#4174B0,NA,NA,NA,NA,NA,32,678
390430406001,Census Block Group,2019,rentMedian,633.99,USD,-6.491150442477875,4,4,5,>=623-683,>=608-675,>=633.59-743,683,675,743,623,608,633.594,#4683BA,#4683BA,#4174B0,1.9714770871853622,-13.81578947368421,1,>=-13.82-1.97,#87CED2,27,633.99
390430406001,Census Block Group,2015,size_hh_avg,2.05,people,NA,3,2,2,>=1.87-2.26,>=1.09-2.15,>=2.03-2.14,2.26,2.15,2.142,1.87,1.09,2.032,#47A3CB,#69B5CB,#69B5CB,NA,NA,NA,NA,NA,8,2.05
390430406001,Census Block Group,2019,size_hh_avg,2.14,people,4.39024390243904,3,3,2,>=2.06-2.37,>=2.08-2.36,>=1.94-2.19,2.37,2.36,2.1940000000000004,2.06,2.08,1.942,#47A3CB,#47A3CB,#69B5CB,13.339933993399349,-2.9036004645760647,3,>=-2.9-13.34,#47A3CB,12,2.14
390430406001,Census Block Group,2015,PC1,7.766682290034308,NA,NA,5,5,5,>=5.26-7.77,>=3.72-7.77,>=1.64-7.77,7.766682290034308,7.766682290034308,7.766682290034308,5.263658965860256,3.7177430339281416,1.6445320651214395,#4174B0,#4174B0,#4174B0,NA,NA,NA,NA,NA,33,7.766682290034308
390430406001,Census Block Group,2019,PC1,6.4980529431804515,NA,-16.33425057803224,5,5,5,>=4.45-6.5,>=3.71-6.5,>=2.33-6.5,6.4980529431804515,6.4980529431804515,6.4980529431804515,4.4475667021515575,3.7077053219088447,2.325630633420423,#4174B0,#4174B0,#4174B0,24.18518705980998,-16.760387623438444,3,>=-16.76-24.19,#47A3CB,33,6.4980529431804515
390430407001,Census Block Group,2015,homeValuemedian,85500,USD,NA,1,2,3,>=51800-125660,>=71800-95000,>=80640-95760,125660,95000,95760,51800,71800,80640,#87CED2,#69B5CB,#47A3CB,NA,NA,NA,NA,NA,17,85500
390430407001,Census Block Group,2019,homeValuemedian,75100,USD,-12.163742690058479,1,1,1,>=57200-103260,>=57200-84300,>=57200-76140,103260,84300,76140,57200,57200,57200,#87CED2,#87CED2,#87CED2,-10.689636371566902,-31.72643077653764,1,>=-31.73--10.69,#87CED2,6,75100
390430407001,Census Block Group,2015,income_median,37664,USD,NA,2,3,3,>=31448.6-47745.2,>=34750-46818,>=33755.4-37749.8,47745.2,46818,37749.8,31448.6,34750,33755.4,#69B5CB,#47A3CB,#47A3CB,NA,NA,NA,NA,NA,19,37664
390430407001,Census Block Group,2019,income_median,44917,USD,19.257115548003398,2,3,3,>=31727.6-45983.2,>=37058.39-49792,>=34667.2-44968.8,45983.2,49792,44968.8,31727.6,37058.39,34667.2,#69B5CB,#47A3CB,#47A3CB,22.073626612873174,10.071126554402436,3,>=10.07-22.07,#47A3CB,20,44917
390430407001,Census Block Group,2015,income_percapita,21864,USD,NA,1,2,3,>=10504-22371,>=17289-25101,>=19281.4-22446.4,22371,25101,22446.4,10504,17289,19281.4,#87CED2,#69B5CB,#47A3CB,NA,NA,NA,NA,NA,19,21864
390430407001,Census Block Group,2019,income_percapita,21686,USD,-0.814123673618734,2,2,3,>=21214-30448,>=16925-24369,>=21623.8-23749.8,30448,24369,23749.800000000003,21214,16925,21623.8,#69B5CB,#69B5CB,#47A3CB,0.546571656066547,-9.38772281031051,2,>=-9.39-0.55,#69B5CB,15,21686
390430407001,Census Block Group,2015,percAgeOver64,18.657198192382182,%,NA,3,3,4,>=18.56-25,>=17.47-22.95,>=17.69-21.85,24.99693889119837,22.945484133441823,21.8478715251167,18.559238124031594,17.465224111282843,17.68995405157716,#47A3CB,#47A3CB,#4683BA,NA,NA,NA,NA,NA,22,18.657198192382182
390430407001,Census Block Group,2019,percAgeOver64,12.00192030724916,%,-35.67136831858496,1,2,2,>=3.82-15.82,>=7.59-15.91,>=11.12-14.67,15.816291751874575,15.91203104786546,14.669435215946844,3.8194444444444446,7.594936708860759,11.119356833642549,#87CED2,#69B5CB,#69B5CB,-26.46165113306284,-46.936292765281294,1,>=-46.94--26.46,#87CED2,10,12.00192030724916
390430407001,Census Block Group,2015,percAgeUnder5,4.389928986442866,%,NA,2,2,3,>=3.39-6.77,>=1.62-4.39,>=3.99-6.47,6.7710371819960855,4.389928986442866,6.469502836744902,3.3855185909980428,1.6200294550810015,3.9939110898948798,#69B5CB,#69B5CB,#47A3CB,NA,NA,NA,NA,NA,15,4.389928986442866
390430407001,Census Block Group,2019,percAgeUnder5,13.586173787806048,%,209.48504701928778,4,4,5,>=13.27-17.69,>=9.5-13.59,>=9.32-22.11,17.687074829931973,13.586173787806048,22.108843537414966,13.26530612244898,9.50413223140496,9.319386969289226,#4683BA,#4683BA,#4174B0,1085.7671957671957,160.4119318181818,5,>=160.41-1085.77,#4174B0,33,13.586173787806048
390430407001,Census Block Group,2015,percBelow200FPL,48.28921885087153,%,NA,3,3,3,>=44.75-63.17,>=31.25-54.05,>=43.43-51.29,63.16742081447964,54.054054054054056,51.28919167557623,44.75113122171946,31.254532269760695,43.43245805713914,#47A3CB,#47A3CB,#47A3CB,NA,NA,NA,NA,NA,18,48.28921885087153
390430407001,Census Block Group,2019,percBelow200FPL,37.93103448275862,%,-21.450304259634887,3,2,3,>=31.69-45.53,>=23.34-37.93,>=35.16-54.56,45.53119349005425,37.93103448275862,54.56086609373526,31.693414707655215,23.33984375,35.1605503911227,#47A3CB,#69B5CB,#47A3CB,-16.614880930517288,-37.30792197485485,2,>=-37.31--16.61,#69B5CB,16,37.93103448275862
390430407001,Census Block Group,2015,percBlueCollar,77.22222222222223,%,NA,3,3,3,>=66.39-77.59,>=71.01-83.07,>=73.15-79.3,77.59162303664922,83.07210031347962,79.30493315937754,66.38743455497382,71.01449275362319,73.15026697177727,#47A3CB,#47A3CB,#47A3CB,NA,NA,NA,NA,NA,16,77.22222222222223
390430407001,Census Block Group,2019,percBlueCollar,79.31392931392931,%,2.7086854424983753,4,4,3,>=77.06-88.53,>=73.06-86.56,>=72.15-81.48,88.52941176470588,86.56330749354005,81.48210550778526,77.05882352941177,73.06201550387597,72.14782530821816,#4683BA,#4683BA,#47A3CB,5.007649844481184,-3.6235933640718607,3,>=-3.62-5.01,#47A3CB,17,79.31392931392931
390430407001,Census Block Group,2015,percEducLessHS,23.469387755102044,%,NA,2,2,3,>=19.13-29.82,>=14.94-25.58,>=23.13-25.85,29.817486860965122,25.57651991614256,25.851721292791538,19.132345914954612,14.935064935064934,23.129994626172273,#69B5CB,#69B5CB,#47A3CB,NA,NA,NA,NA,NA,16,23.469387755102044
390430407001,Census Block Group,2019,percEducLessHS,23.62728785357737,%,0.6727917239383504,3,3,3,>=22.63-30.54,>=18.61-26.03,>=18.61-23.73,30.539027740758208,26.027397260273975,23.726186254758854,22.629733664117445,18.61111111111111,18.606166375799884,#47A3CB,#47A3CB,#47A3CB,10.643246799822025,-6.408508086129188,4,>=-6.41-10.64,#4683BA,20,23.62728785357737
390430407001,Census Block Group,2015,percFamiliesSingleParent,44.27860696517413,%,NA,4,4,5,>=40-53.33,>=34.93-44.86,>=39.26-66.67,53.333333333333336,44.86486486486486,66.66666666666667,40,34.93150684931507,39.25661284781862,#4683BA,#4683BA,#4174B0,NA,NA,NA,NA,NA,30,44.27860696517413
390430407001,Census Block Group,2019,percFamiliesSingleParent,42.17821782178218,%,-4.743575481143619,4,4,5,>=35.69-47.59,>=37.07-42.45,>=39.06-59.48,47.58620689655173,42.44604316546763,59.48275862068966,35.689655172413794,37.06896551724138,39.05835543766579,#4683BA,#4683BA,#4174B0,0.10920085564612636,-24.923185940535625,3,>=-24.92-0.11,#47A3CB,25,42.17821782178218
390430407001,Census Block Group,2015,percHH_Crowded,0,%,NA,1,1,1,>=-2.96-2.96,>=-2.96-2.96,>=-2.96-2.96,2.962962962962963,2.962962962962963,2.962962962962963,-2.962962962962963,-2.962962962962963,-2.962962962962963,#87CED2,#87CED2,#87CED2,NA,NA,NA,NA,NA,1,0
390430407001,Census Block Group,2015,percHH_LangIsolated,1.1816838995568686,%,NA,2,2,5,>=0.98-1.96,>=0-1.24,>=0-4.89,1.9555555555555557,1.2422360248447204,4.888888888888889,0.9777777777777779,0,0,#69B5CB,#69B5CB,#4174B0,NA,NA,NA,NA,NA,28,1.1816838995568686
390430407001,Census Block Group,2019,percHH_LangIsolated,0,%,-100,1,1,1,>=0-0.96,>=0-0,>=0-0,0.9618573797678275,0,0,0,0,0,#87CED2,#87CED2,#87CED2,-29.927007299270088,-139.26043878273177,1,>=-139.26--29.93,#87CED2,1,0
390430407001,Census Block Group,2015,percHH_NoVehicle,4.13589364844904,%,NA,1,1,2,>=0-10,>=0-7.01,>=2.86-5.9,10,7.011070110701107,5.900286779026792,0,0,2.857316185391895,#87CED2,#87CED2,#69B5CB,NA,NA,NA,NA,NA,11,4.13589364844904
390430407001,Census Block Group,2019,percHH_NoVehicle,13.005050505050505,%,214.4435425685426,3,3,4,>=11.54-17.31,>=9.39-16.55,>=10.08-16.52,17.313432835820898,16.54501216545012,16.519186070219796,11.542288557213931,9.385113268608414,10.082348040629316,#47A3CB,#47A3CB,#4683BA,933.1550802139036,113.42320880950213,5,>=113.42-933.16,#4174B0,18,13.005050505050505
390430407001,Census Block Group,2015,percHomeowners,60.11519078473722,%,NA,4,3,4,>=57.45-74.53,>=46.8-60.71,>=59.77-70.51,74.52647755650894,60.714285714285715,70.50802929296246,57.44765319843761,46.80284191829485,59.76778072402504,#4683BA,#47A3CB,#4683BA,NA,NA,NA,NA,NA,21,60.11519078473722
390430407001,Census Block Group,2019,percHomeowners,40.100250626566414,%,-33.29431362838234,2,2,2,>=24.68-43.17,>=29.34-46.65,>=34.65-45.55,43.172150882825036,46.650326797385624,45.55082444058947,24.67596308186196,29.337899543378995,34.64952555861647,#69B5CB,#69B5CB,#69B5CB,-16.247984104963088,-42.605664488017425,1,>=-42.61--16.25,#87CED2,11,40.100250626566414
390430407001,Census Block Group,2015,percMinority,48.93479664299548,%,NA,5,5,5,>=47.01-58.34,>=44.3-58.34,>=47.57-58.34,58.34464043419268,58.34464043419268,58.34464043419268,47.00753738506153,44.299674267100976,47.567236155680256,#4174B0,#4174B0,#4174B0,NA,NA,NA,NA,NA,28,48.93479664299548
390430407001,Census Block Group,2019,percMinority,56.937109937590016,%,16.353012260325773,5,5,5,>=56.78-70.97,>=53.16-70.97,>=47.84-70.97,70.9704641350211,70.9704641350211,70.9704641350211,56.776371308016884,53.16455696202531,47.838878688818234,#4174B0,#4174B0,#4174B0,24.2278138496149,-4.9850490196079775,3,>=-4.99-24.23,#47A3CB,31,56.937109937590016
390430407001,Census Block Group,2015,percPlumbingComplete,1,%,NA,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.017304189435337,1.017304189435337,1.017304189435337,0.9922547332185887,0.9922547332185887,0.9922547332185887,#4683BA,#4683BA,#4683BA,NA,NA,NA,NA,NA,4,1
390430407001,Census Block Group,2019,percPlumbingComplete,1,%,0,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.0220930232558139,1.0220930232558139,1.0220930232558139,0.9871977240398293,0.9871977240398293,0.9871977240398293,#4683BA,#4683BA,#4683BA,0,-13.25581395348837,1,>=-13.26-0,#87CED2,4,1
390430407001,Census Block Group,2019,percPlumbingComplete,1,%,0,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.0220930232558139,1.0220930232558139,1.0220930232558139,0.9871977240398293,0.9871977240398293,0.9871977240398293,#4683BA,#4683BA,#4683BA,0,0,2,>=0-0,#69B5CB,4,1
390430407001,Census Block Group,2019,percPlumbingComplete,1,%,0,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.0220930232558139,1.0220930232558139,1.0220930232558139,0.9871977240398293,0.9871977240398293,0.9871977240398293,#4683BA,#4683BA,#4683BA,0,0,3,>=0-0,#47A3CB,4,1
390430407001,Census Block Group,2019,percPlumbingComplete,1,%,0,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.0220930232558139,1.0220930232558139,1.0220930232558139,0.9871977240398293,0.9871977240398293,0.9871977240398293,#4683BA,#4683BA,#4683BA,0,0,4,>=0-0,#4683BA,4,1
390430407001,Census Block Group,2019,percPlumbingComplete,1,%,0,4,4,4,>=0.99-1.02,>=0.99-1.02,>=0.99-1.02,1.0220930232558139,1.0220930232558139,1.0220930232558139,0.9871977240398293,0.9871977240398293,0.9871977240398293,#4683BA,#4683BA,#4683BA,11.585365853658537,0,5,>=0-11.59,#4174B0,4,1
390430407001,Census Block Group,2015,percUnemployed,0.08585858585858586,%,NA,3,3,4,>=0.07-0.11,>=0.06-0.1,>=0.06-0.09,0.1059760956175299,0.10283687943262411,0.08932279840392265,0.0706507304116866,0.06276150627615062,0.06235483401004618,#47A3CB,#47A3CB,#4683BA,NA,NA,NA,NA,NA,25,0.08585858585858586
390430407001,Census Block Group,2019,percUnemployed,0.014184397163120567,%,-83.4793491864831,1,2,2,>=0-0.02,>=0-0.03,>=0-0.02,0.020820668693009116,0.026607538802660754,0.022193054641211324,0,0,0,#87CED2,#69B5CB,#69B5CB,-43.65510811894512,-83.70188634287274,2,>=-83.7--43.66,#69B5CB,6,0.014184397163120567
390430407001,Census Block Group,2015,pop_total,1549,people,NA,5,5,5,>=1371.6-1651,>=1379-1651,>=1268-1651,1651,1651,1651,1371.6,1379,1268,#4174B0,#4174B0,#4174B0,NA,NA,NA,NA,NA,31,1549
390430407001,Census Block Group,2019,pop_total,2083,people,34.47385409941898,5,5,5,>=1722.4-2083,>=1372-2083,>=1169.4-2083,2083,2083,2083,1722.4,1372,1169.4,#4174B0,#4174B0,#4174B0,59.274193548387096,11.272428301978046,5,>=11.27-59.27,#4174B0,33,2083
390430407001,Census Block Group,2015,rentIncomeRatioMedian,22.1,ratio,NA,2,2,1,>=21.04-28.28,>=18.9-28.77,>=13.8-23.9,28.28,28.771,23.9,21.04,18.9,13.8,#69B5CB,#69B5CB,#87CED2,NA,NA,NA,NA,NA,4,22.1
390430407001,Census Block Group,2019,rentIncomeRatioMedian,22.5,ratio,1.809954751131215,1,2,1,>=18.5-25,>=19.8-25.6,>=18.5-22.63,25,25.6,22.625600000000006,18.5,19.8,18.5,#87CED2,#69B5CB,#87CED2,39.14846846846849,-4.673156530045938,4,>=-4.67-39.15,#4683BA,7,22.5
